"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"explore.jpl.nasa.gov","nasa.gov","https://explore.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"explorebenefits.jpl.nasa.gov","nasa.gov","https://explorebenefits.jpl.nasa.gov","National Aeronautics and Space Administration","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"explorer1.jpl.nasa.gov","nasa.gov","https://explorer1.jpl.nasa.gov","National Aeronautics and Space Administration","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"explorers.gsfc.nasa.gov","nasa.gov","https://explorers.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"explorers.larc.nasa.gov","nasa.gov","https://explorers.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"extapps.ksc.nasa.gov","nasa.gov","https://extapps.ksc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"external.jsc.nasa.gov","nasa.gov","https://external.jsc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eyes.jpl.nasa.gov","nasa.gov","https://eyes.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eyes.nasa.gov","nasa.gov","https://eyes.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eyesstage.jpl.nasa.gov","nasa.gov","https://eyesstage.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"f64.nsstc.nasa.gov","nasa.gov","https://f64.nsstc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fal.jsc.nasa.gov","nasa.gov","https://fal.jsc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"famelab.arc.nasa.gov","nasa.gov","https://famelab.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fasd.hq.nasa.gov","nasa.gov","https://fasd.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fbm.earthdata.nasa.gov","nasa.gov","https://fbm.earthdata.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fbm.sit.earthdata.nasa.gov","nasa.gov","https://fbm.sit.earthdata.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fbm.uat.earthdata.nasa.gov","nasa.gov","https://fbm.uat.earthdata.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fcfops.grc.nasa.gov","nasa.gov","https://fcfops.grc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fdf.gsfc.nasa.gov","nasa.gov","https://fdf.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fe3.arc.nasa.gov","nasa.gov","https://fe3.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fecoig.hq.nasa.gov","nasa.gov","https://fecoig.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"feer.gsfc.nasa.gov","nasa.gov","https://feer.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"femci.gsfc.nasa.gov","nasa.gov","https://femci.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fermi.gsfc.nasa.gov","nasa.gov","https://fermi.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fhfaoig.hq.nasa.gov","nasa.gov","https://fhfaoig.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fileplottingtools.larc.nasa.gov","nasa.gov","https://fileplottingtools.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"files.worldwind.arc.nasa.gov","nasa.gov","https://files.worldwind.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"finesse.arc.nasa.gov","nasa.gov","https://finesse.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fiqs.nas.nasa.gov","nasa.gov","https://fiqs.nas.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fireballs-lb.ndc.nasa.gov","nasa.gov","https://fireballs-lb.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fireballs.ndc.nasa.gov","nasa.gov","https://fireballs.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"firefly.gsfc.nasa.gov","nasa.gov","https://firefly.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"firms.modaps.eosdis.nasa.gov","nasa.gov","https://firms.modaps.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"firms2.modaps.eosdis.nasa.gov","nasa.gov","https://firms2.modaps.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fits.gsfc.nasa.gov","nasa.gov","https://fits.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fitzroy.jpl.nasa.gov","nasa.gov","https://fitzroy.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"flashflux.larc.nasa.gov","nasa.gov","https://flashflux.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"flight-research.larc.nasa.gov","nasa.gov","https://flight-research.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flight.nasa.gov","nasa.gov","https://flight.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"flightopportunities.nasa.gov","nasa.gov","https://flightopportunities.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flightopportunities.ndc.nasa.gov","nasa.gov","https://flightopportunities.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flightplanning.jpl.nasa.gov","nasa.gov","https://flightplanning.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"flightsimulation.larc.nasa.gov","nasa.gov","https://flightsimulation.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"floodmap.gsfc.nasa.gov","nasa.gov","https://floodmap.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"floodmap.modaps.eosdis.nasa.gov","nasa.gov","https://floodmap.modaps.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fluid.nccs.nasa.gov","nasa.gov","https://fluid.nccs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap","Yes","Yes","Yes","","","","","","No"
"fmea.iss.nasa.gov","nasa.gov","https://fmea.iss.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fod-web.jsc.nasa.gov","nasa.gov","https://fod-web.jsc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"foia.msfc.nasa.gov","nasa.gov","https://foia.msfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fomel.hosc.msfc.nasa.gov","nasa.gov","https://fomel.hosc.msfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","","","","","","No"
"forest.gsfc.nasa.gov","nasa.gov","https://forest.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"formmail.grc.nasa.gov","nasa.gov","https://formmail.grc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"forms.nasa.gov","nasa.gov","https://forms.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"forms.test.neacc.nasa.gov","nasa.gov","https://forms.test.neacc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"foums.hosc.msfc.nasa.gov","nasa.gov","https://foums.hosc.msfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fpd.gsfc.nasa.gov","nasa.gov","https://fpd.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fpdbomgar.ndc.nasa.gov","nasa.gov","https://fpdbomgar.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fpi.gsfc.nasa.gov","nasa.gov","https://fpi.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fpimis.gsfc.nasa.gov","nasa.gov","https://fpimis.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"frc-grants.arc.nasa.gov","nasa.gov","https://frc-grants.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fred.hq.nasa.gov","nasa.gov","https://fred.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"freecycle.gsfc.nasa.gov","nasa.gov","https://freecycle.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"freecycle.nasa.gov","nasa.gov","https://freecycle.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"friendsandfamily.jsc.nasa.gov","nasa.gov","https://friendsandfamily.jsc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fso.jsc.nasa.gov","nasa.gov","https://fso.jsc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ftools.gsfc.nasa.gov","nasa.gov","https://ftools.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftp-air.larc.nasa.gov","nasa.gov","https://ftp-air.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftp-gte.larc.nasa.gov","nasa.gov","https://ftp-gte.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftp.cddis.eosdis.nasa.gov","nasa.gov","https://ftp.cddis.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftpbrowser.gsfc.nasa.gov","nasa.gov","https://ftpbrowser.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftsdb.grc.nasa.gov","nasa.gov","https://ftsdb.grc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fun3d.larc.nasa.gov","nasa.gov","https://fun3d.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fv.gsfc.nasa.gov","nasa.gov","https://fv.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"g5nr.nccs.nasa.gov","nasa.gov","https://g5nr.nccs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","","","","","","No"
"gac.gsfc.nasa.gov","nasa.gov","https://gac.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gacp.giss.nasa.gov","nasa.gov","https://gacp.giss.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gaia.hq.nasa.gov","nasa.gov","https://gaia.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"galexgi.gsfc.nasa.gov","nasa.gov","https://galexgi.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"galileo.jpl.nasa.gov","nasa.gov","https://galileo.jpl.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"gameon.nasa.gov","nasa.gov","https://gameon.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gamma-ray-history.gsfc.nasa.gov","nasa.gov","https://gamma-ray-history.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gammaray.msfc.nasa.gov","nasa.gov","https://gammaray.msfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gammaray.nsstc.nasa.gov","nasa.gov","https://gammaray.nsstc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gaooig.hq.nasa.gov","nasa.gov","https://gaooig.hq.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"garc.gsfc.nasa.gov","nasa.gov","https://garc.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gates.jpl.nasa.gov","nasa.gov","https://gates.jpl.nasa.gov","National Aeronautics and Space Administration","dap","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"gcd.larc.nasa.gov","nasa.gov","https://gcd.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gcdc.gsfc.nasa.gov","nasa.gov","https://gcdc.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gcmd.earthdata.nasa.gov","nasa.gov","https://gcmd.earthdata.nasa.gov","National Aeronautics and Space Administration","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
